source_fidelity_result_id,coordinate_occurrence_id,source_file_id,source_record_id,source_dataset_id,source_dataset_version,source_path_reference,expected_source_sha256,actual_source_sha256,source_coordinate_match,source_attribute_match,dataset_lineage_match,crs_lineage_match,fidelity_status,findings
NG-FID-00005123,coordocc:nngla:82197d902c40a2e47568f990c906c1cd28c28ed7da50b267b9eba4dd5ca90f42,NG-SPFILE-012,row:198:vertex::32,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005124,coordocc:nngla:f7d0ed6703c89aa1b21a0cc93900c7267a7ba38ec75ae7c243093e655ac33b2c,NG-SPFILE-012,row:199:vertex::33,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005125,coordocc:nngla:cdd92142b6f8cc2d1cdda112869bab0c0958afc57c50d40f25ae22b2f3ab7364,NG-SPFILE-012,row:200:vertex::34,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005126,coordocc:nngla:3b61b70287f8e43911b941bd467bb460ed8e064ea971c0eaf157088a7c43cece,NG-SPFILE-012,row:201:vertex::35,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005127,coordocc:nngla:eaae0a6c191880e907649f03e1c122f57bf194686f7c401a87066aa470fb5e3d,NG-SPFILE-012,row:202:vertex::36,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005128,coordocc:nngla:7a1e012bacf9889612c68e05c6bfa09c06b33ead63946057e8687ccb96f54341,NG-SPFILE-012,row:203:vertex:1:1,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005129,coordocc:nngla:151884c7c787e7140a00a282b7ea21a1972dd241468301cb20e3850d017ddfdb,NG-SPFILE-012,row:204:vertex:1:2,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005130,coordocc:nngla:ae75a7fbdb88f050b1a4e2df6bea64f69403f5c215773c8122100b02c2234991,NG-SPFILE-012,row:205:vertex:1:3,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005131,coordocc:nngla:530600372c0bd5263d8910bb598b02f1fa3834b3a6ad16fb8e07aea5fce5822f,NG-SPFILE-012,row:206:vertex:1:4,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005132,coordocc:nngla:4b833edd1b3332c65a8d0de471e5cad769d4946dcde25ed1e3cee2b1dff6827b,NG-SPFILE-012,row:207:vertex:1:5,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005133,coordocc:nngla:24f1267b36381563982c4416673b2479d1f24669224fb66a2d2da400e51d2b0c,NG-SPFILE-012,row:208:vertex:1:6,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005134,coordocc:nngla:16c76d9395196be50d8a4e8eafb5d635c6340033feeb60a5a42eb45f1ef4895d,NG-SPFILE-012,row:209:vertex:1:7,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005135,coordocc:nngla:04d69ca0d965956813494d096591f3d2e21f936f070ab4af705b85e802d92203,NG-SPFILE-012,row:210:vertex:1:8,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005136,coordocc:nngla:e5d16eb4ca7529e00a84ee26aca39ee4b2d1307955818bed14d9b5da16331038,NG-SPFILE-012,row:211:vertex:1:9,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005137,coordocc:nngla:93213857b84d4154ee98138bf427aeabf5eb53e3c32070c57313bd9e94f83b69,NG-SPFILE-012,row:212:vertex:1:10,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005138,coordocc:nngla:84c96e55267d12f5d805818361b88722fe444bce2847437e56695e9a450ebb68,NG-SPFILE-012,row:213:vertex:1:11,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005139,coordocc:nngla:460665b6a72c58939f5ebedcfb821f6067562f0ef3f8173d2a2a6291c5a9c509,NG-SPFILE-012,row:214:vertex:1:12,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005140,coordocc:nngla:3b40de261d496dfb19677f0bedbb1cdb2551dffa2e2a32a59697eaed02491342,NG-SPFILE-012,row:215:vertex:1:13,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005141,coordocc:nngla:827cb37f96dd80275589f05e5b1ff0d6b9249c7577e9cbc072b4f2bbffdb101f,NG-SPFILE-012,row:216:vertex:1:14,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005142,coordocc:nngla:759813c384cbfdc8bebec7ca66779a813591c3a08b02aa471e8d4bc05dab8dfb,NG-SPFILE-012,row:217:vertex:1:15,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005143,coordocc:nngla:2f9eb5b882d1b4f78f21389eba4b7d40f05c97989170d494a464b9188c72aa02,NG-SPFILE-012,row:218:vertex:1:16,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005144,coordocc:nngla:8ddb024452697f936e780d81279f3f45fbd78f5e62cc4b724b4e2f6bbdbfce05,NG-SPFILE-012,row:219:vertex:1:17,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005145,coordocc:nngla:1ba74da61c66ada1210369ae02977fc26327caa5ce9949ff3768ca6eb5c7c1b9,NG-SPFILE-012,row:220:vertex:1:1,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005146,coordocc:nngla:260f423cd46335b7bb8667dfe8b42ecc25884c0076ee23df9b8c55d1db87e036,NG-SPFILE-012,row:221:vertex:1:2,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005147,coordocc:nngla:8c29e5a1d456faea3bb73106e804706c2d84a3ef24cf41ab4cb8898c22fc54a5,NG-SPFILE-012,row:222:vertex:1:3,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005148,coordocc:nngla:16125fa943ecb298f6c6ffb7481bce2dee100f625f188582eaa677f7f57dd6ad,NG-SPFILE-012,row:223:vertex:1:4,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005149,coordocc:nngla:f4af6955292de8f3533558502bc34157d0b2ede0d9ef4f5c1f7a9093321b60d6,NG-SPFILE-012,row:224:vertex:1:5,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005150,coordocc:nngla:e621b5c7856fe1de90d3a55c0ab110077febcec23f762fbd9fe4d89acf810a09,NG-SPFILE-012,row:225:vertex:1:6,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005151,coordocc:nngla:4346c1750d0a25731d0db1d7ab5d4c8364b865bb2973e3b9d52969026c275a00,NG-SPFILE-012,row:226:vertex:1:7,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005152,coordocc:nngla:39a0b5bf239918620f7e36fe1393b5a163945920aa6222b243158763f0b0a770,NG-SPFILE-012,row:227:vertex:1:8,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005153,coordocc:nngla:21344e3fceffad1af8a6afb42ed7927d97b17bd87440fb91d1eaeba55c77663f,NG-SPFILE-012,row:228:vertex:1:9,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005154,coordocc:nngla:44811847412deef35de265990922d3301f6b2424893b15acab7b2cdf2f15d990,NG-SPFILE-012,row:229:vertex:1:10,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005155,coordocc:nngla:432c9a8a87b369b11daecdd7d5ceb01fe13c96d90fc48abe0f72b8fe73bee738,NG-SPFILE-012,row:230:vertex:1:11,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005156,coordocc:nngla:8c5b8cb8046946b825adcaf17681b3d4e55de1e328479261f9cdf8e8dd80cde7,NG-SPFILE-012,row:231:vertex:1:12,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005157,coordocc:nngla:267daa6b1757b1297980843cd3245203251559787131e6aa6f4b433a3e002568,NG-SPFILE-012,row:232:vertex:1:13,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005158,coordocc:nngla:cafb97dd39565f57567bb4764760e08c226573baaafed21d5724fd3e4c16133c,NG-SPFILE-012,row:233:vertex:1:14,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005159,coordocc:nngla:e2d6e9475b12af310da595c89ec097fc54bd80f1960aaecceceed0d2ca408934,NG-SPFILE-012,row:234:vertex:1:15,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005160,coordocc:nngla:5c945064ca637eb63ced72ef258d5545f1dfc8860678fedb3b9887709f7d6eb4,NG-SPFILE-012,row:235:vertex:1:16,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005161,coordocc:nngla:e177fa62ace942a60dabbf4aca455ba74ad34a7e7a107e0bee7414b5af8690c3,NG-SPFILE-012,row:236:vertex:1:17,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005162,coordocc:nngla:656b0ee6aa89d9f3ae3cea72a92d9a058a5b511d35580bd85f59f69111c7cf8a,NG-SPFILE-012,row:237:vertex:1:1,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005163,coordocc:nngla:01d319626f3b2b88cec29272d8c3dabcf7dbbbbb3a7dd8e7b612f33530c0873f,NG-SPFILE-012,row:238:vertex:1:2,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005164,coordocc:nngla:804157722ed683aea353d5902154b4aeea8f1c501fe4463323166fa009bb15f5,NG-SPFILE-012,row:239:vertex:1:3,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005165,coordocc:nngla:f6ca0d72965654aa5b8f29523900b469bfd3fb76c2f11399b62fa16a0172e705,NG-SPFILE-012,row:240:vertex:1:4,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005166,coordocc:nngla:a9e5a71365d8d395d23eef9718e3143363e0f0dbf9871e2f9ecf01495c8908aa,NG-SPFILE-012,row:241:vertex:1:5,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005167,coordocc:nngla:63ac61ba3ffd0d2b662dfd5a41751a0ab3d90bf930d0edd44a5aabf2119a5653,NG-SPFILE-012,row:242:vertex:1:6,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005168,coordocc:nngla:673795547aace613458a504a4c726fa807109edf27ddd21453eca3a5ed0d2e52,NG-SPFILE-012,row:243:vertex:1:7,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005169,coordocc:nngla:644e1ae023b0e17ee9c07d2ec7f5da4850bf02e70764f3e7e998f048691c8b5f,NG-SPFILE-012,row:244:vertex:1:8,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
NG-FID-00005170,coordocc:nngla:90c00135ece16e194e9a5b9a35d97e9b57eaf52b1e95ede06603b8e3b27e4d1c,NG-SPFILE-012,row:245:vertex:1:9,dataset:novegeo:hydrology:surface-water,1,data/novegeo/nngla/spatial-fabric/source/02_existing_physical_world/novegeo_hydrology_geometry_vertices_v001.csv,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,6d3ea1565dae0533fd71c85cc5e6b31f1e59b0767d9ec261cdc72535e857479a,MATCHED,NOT_APPLICABLE,MATCHED,MATCHED,PASS,
