alignment_id,object_family,source_record_id,candidate_id,canonical_id,canonical_ordinal,source_path,source_sha256,identity_status,geometry_status,geometry_id,database_verification_status,runtime_effect_scope,notes
align:nngla:road:NG-RD-000138,ROAD,NG-RD-CAND-000138,NG-RD-CAND-000138,NG-RD-000138,138,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000139,ROAD,NG-RD-CAND-000139,NG-RD-CAND-000139,NG-RD-000139,139,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000140,ROAD,NG-RD-CAND-000140,NG-RD-CAND-000140,NG-RD-000140,140,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000141,ROAD,NG-RD-CAND-000141,NG-RD-CAND-000141,NG-RD-000141,141,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000142,ROAD,NG-RD-CAND-000142,NG-RD-CAND-000142,NG-RD-000142,142,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000143,ROAD,NG-RD-CAND-000143,NG-RD-CAND-000143,NG-RD-000143,143,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000144,ROAD,NG-RD-CAND-000144,NG-RD-CAND-000144,NG-RD-000144,144,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000145,ROAD,NG-RD-CAND-000145,NG-RD-CAND-000145,NG-RD-000145,145,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000146,ROAD,NG-RD-CAND-000146,NG-RD-CAND-000146,NG-RD-000146,146,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000147,ROAD,NG-RD-CAND-000147,NG-RD-CAND-000147,NG-RD-000147,147,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000148,ROAD,NG-RD-CAND-000148,NG-RD-CAND-000148,NG-RD-000148,148,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000149,ROAD,NG-RD-CAND-000149,NG-RD-CAND-000149,NG-RD-000149,149,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000150,ROAD,NG-RD-CAND-000150,NG-RD-CAND-000150,NG-RD-000150,150,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000151,ROAD,NG-RD-CAND-000151,NG-RD-CAND-000151,NG-RD-000151,151,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000152,ROAD,NG-RD-CAND-000152,NG-RD-CAND-000152,NG-RD-000152,152,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000153,ROAD,NG-RD-CAND-000153,NG-RD-CAND-000153,NG-RD-000153,153,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000154,ROAD,NG-RD-CAND-000154,NG-RD-CAND-000154,NG-RD-000154,154,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000155,ROAD,NG-RD-CAND-000155,NG-RD-CAND-000155,NG-RD-000155,155,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000156,ROAD,NG-RD-CAND-000156,NG-RD-CAND-000156,NG-RD-000156,156,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000157,ROAD,NG-RD-CAND-000157,NG-RD-CAND-000157,NG-RD-000157,157,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000158,ROAD,NG-RD-CAND-000158,NG-RD-CAND-000158,NG-RD-000158,158,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000159,ROAD,NG-RD-CAND-000159,NG-RD-CAND-000159,NG-RD-000159,159,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000160,ROAD,NG-RD-CAND-000160,NG-RD-CAND-000160,NG-RD-000160,160,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000161,ROAD,NG-RD-CAND-000161,NG-RD-CAND-000161,NG-RD-000161,161,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000162,ROAD,NG-RD-CAND-000162,NG-RD-CAND-000162,NG-RD-000162,162,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000163,ROAD,NG-RD-CAND-000163,NG-RD-CAND-000163,NG-RD-000163,163,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000164,ROAD,NG-RD-CAND-000164,NG-RD-CAND-000164,NG-RD-000164,164,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000165,ROAD,NG-RD-CAND-000165,NG-RD-CAND-000165,NG-RD-000165,165,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000166,ROAD,NG-RD-CAND-000166,NG-RD-CAND-000166,NG-RD-000166,166,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000167,ROAD,NG-RD-CAND-000167,NG-RD-CAND-000167,NG-RD-000167,167,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000168,ROAD,NG-RD-CAND-000168,NG-RD-CAND-000168,NG-RD-000168,168,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000169,ROAD,NG-RD-CAND-000169,NG-RD-CAND-000169,NG-RD-000169,169,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000170,ROAD,NG-RD-CAND-000170,NG-RD-CAND-000170,NG-RD-000170,170,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000171,ROAD,NG-RD-CAND-000171,NG-RD-CAND-000171,NG-RD-000171,171,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000172,ROAD,NG-RD-CAND-000172,NG-RD-CAND-000172,NG-RD-000172,172,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000173,ROAD,NG-RD-CAND-000173,NG-RD-CAND-000173,NG-RD-000173,173,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000174,ROAD,NG-RD-CAND-000174,NG-RD-CAND-000174,NG-RD-000174,174,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000175,ROAD,NG-RD-CAND-000175,NG-RD-CAND-000175,NG-RD-000175,175,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000176,ROAD,NG-RD-CAND-000176,NG-RD-CAND-000176,NG-RD-000176,176,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000177,ROAD,NG-RD-CAND-000177,NG-RD-CAND-000177,NG-RD-000177,177,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000178,ROAD,NG-RD-CAND-000178,NG-RD-CAND-000178,NG-RD-000178,178,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000179,ROAD,NG-RD-CAND-000179,NG-RD-CAND-000179,NG-RD-000179,179,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000180,ROAD,NG-RD-CAND-000180,NG-RD-CAND-000180,NG-RD-000180,180,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000181,ROAD,NG-RD-CAND-000181,NG-RD-CAND-000181,NG-RD-000181,181,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
align:nngla:road:NG-RD-000182,ROAD,NG-RD-CAND-000182,NG-RD-CAND-000182,NG-RD-000182,182,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_FIRST_350_ROAD_BASELINE,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Only the first 350 road source candidates are aligned to the locked canonical road baseline.
