relationship_id,road_id,relationship_type,object_id,evidence_basis,longitude,latitude,runtime_effect_scope
roadrel:nngla:c03597f687e4c6ca09af91204ae1d9629a08fd6330beac28f5c0cc34f3c085fb,NG-RD-000176,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:c042d07ea0762c34d4b70cbe0671b5063cdc76c1140327544211a96717aa3d02,NG-RD-000180,ENDS_AT_PLACE,NG-PLC-000220,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.222002000,-3.052007000,SHARED_REFERENCE
roadrel:nngla:c04b4f6160c973e841a776dc15335c61f7f6158f30b7e921a31e57c9238e25de,NG-RD-000302,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:c04e52610493feafce9c6d69a1bd616985d2048a7fd20706579fa8d65459c812,NG-RD-000321,STARTS_AT_PLACE,NG-PLC-000324,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,38.248703000,5.636653000,SHARED_REFERENCE
roadrel:nngla:c09d3c6657c7680a0c40a83d8b107b3a83a032c9b60a310e76f9c314d04640e4,NG-RD-000009,ENDS_AT_PLACE,NG-PLC-000067,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.776117000,0.374632000,SHARED_REFERENCE
roadrel:nngla:c0def0caef3b64627fae538f53982d679cd59a0222a62e53a1be6f3ca338bae6,NG-RD-000096,STARTS_AT_PLACE,NG-PLC-000146,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.351924000,2.685340000,SHARED_REFERENCE
roadrel:nngla:c1025ac7855d28dc55824264a9200f332866843796d457e5621d322df9736e5d,NG-RD-000313,STARTS_AT_PLACE,NG-PLC-000286,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.905694000,5.319306000,SHARED_REFERENCE
roadrel:nngla:c106dff5448b6125b2c5fc1f98cb1cb3ea1a6ad7b638495cbd20b22ba1acb731,NG-RD-000126,WITHIN_ADMIN_REGION,NGR-02,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:c15eafaab91fb4058bb2b3114f1a0b94f40ab8a0d55e498f693c62bfa54c0222,NG-RD-000155,ENDS_AT_PLACE,NG-PLC-000126,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.798543000,3.347270000,SHARED_REFERENCE
roadrel:nngla:c18023b1b452831049b22831f57690751a811d512fdc9932652fddba740ac09e,NG-RD-000221,STARTS_AT_PLACE,NG-PLC-000215,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.296548000,-3.590024000,SHARED_REFERENCE
roadrel:nngla:c1cbce03c7f58612de0ceef97aece99c744a816e46ab17deb56a9228ef43e1a1,NG-RD-000285,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:c205563be75c16adb08e73bdadda49b624b8276b042b584e704b493c57fa93d7,NG-RD-000287,STARTS_AT_PLACE,NG-PLC-000341,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.973348000,5.073535000,SHARED_REFERENCE
roadrel:nngla:c21c2b2ac0b10b8a26e3ceb4ce27326ecdefaf14b06c738764db5a2efa2f15e0,NG-RD-000212,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:c262ca71f8f928cb7d2f7d57cd8bd274c9a3b2ad392a5901908b2a42ec2792a0,NG-RD-000084,STARTS_AT_PLACE,NG-PLC-000071,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,35.904113000,1.384289000,SHARED_REFERENCE
roadrel:nngla:c2e53318caf575e302c55f831e3f6d30f42458961fd79120b7606ae6e625029b,NG-RD-000108,ENDS_AT_PLACE,NG-PLC-000159,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,33.741309000,3.489626000,SHARED_REFERENCE
roadrel:nngla:c2f29cedc33e8c23532282531d8b4800859507778647eccc6183dd43c3fce74c,NG-RD-000024,STARTS_AT_PLACE,NG-PLC-000056,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.731032000,0.869974000,SHARED_REFERENCE
roadrel:nngla:c382ee0d93e153874f068518f570f543129dba53d377925bf8162bf44a82636d,NG-RD-000028,WITHIN_ADMIN_REGION,NGR-01,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:c3e52dff8d0b67d3e4037f96c43f4e562f3fd4e01296e2ebc5fa2d6f55185efc,NG-RD-000107,STARTS_AT_PLACE,NG-PLC-000169,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.256815000,3.511468000,SHARED_REFERENCE
roadrel:nngla:c4870ea117449de5f178326a6687b41381f4ec7b57ab0f7f415c1e9db2230be1,NG-RD-000070,STARTS_AT_PLACE,NG-PLC-000068,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.800238000,0.437708000,SHARED_REFERENCE
roadrel:nngla:c4c04fdc59e51d174f21d3632301566ad870f86ac5427c4935766014188ec988,NG-RD-000217,STARTS_AT_PLACE,NG-PLC-000191,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.503894000,-3.321721000,SHARED_REFERENCE
roadrel:nngla:c4dcd62c4f742ec94ce6bd1036404a6b0ce696608bb4f3e0f1ff5502739df7a7,NG-RD-000172,WITHIN_ADMIN_REGION,NGR-02,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:c4fb157b12a9eddc8a1e7caa186dda4789e24c0a879574cb4ac132b911e28b2d,NG-RD-000321,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:c51ad2e41d926f589b6d3f0326d2ebf1af2b9789731fc41a3099a8c239d63b81,NG-RD-000270,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:c537e61144494d5709e8a516207acf08db85450dde18319fe4715568b569fc8c,NG-RD-000158,ENDS_AT_PLACE,NG-PLC-000113,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.516279000,3.136699000,SHARED_REFERENCE
roadrel:nngla:c598b1331531c22cde6fd6a354fb5c6d0bb16c639f587d47a82e7f115d44436e,NG-RD-000222,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:c5b18e6082a7b22fac0414a42a19220f886fb519b405153dcc7d2151fa4811a4,NG-RD-000225,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:c601c0f13fdca7d3ed6d7051a664dfd35d0dab8430367d5ca4b398e06d555a6b,NG-RD-000056,STARTS_AT_PLACE,NG-PLC-000019,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.462935000,0.818751000,SHARED_REFERENCE
roadrel:nngla:c63a379f0242e9f9a1f5b6076951c2484888d7962adc96c3663eb68b5520c733,NG-RD-000139,STARTS_AT_PLACE,NG-PLC-000159,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,33.741309000,3.489626000,SHARED_REFERENCE
roadrel:nngla:c64376f5ea77bf7eafba02263c9d7d338d6af40f8a32e90c43c9d5d60c8a925d,NG-RD-000195,STARTS_AT_PLACE,NG-PLC-000200,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.869062000,-4.245763000,SHARED_REFERENCE
roadrel:nngla:c694d83a663f1e891b1423b1530f8f7a57a0301a65f910913b175130e3b21b89,NG-RD-000153,ENDS_AT_PLACE,NG-PLC-000115,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,33.985864000,2.988536000,SHARED_REFERENCE
roadrel:nngla:c756901f6473f5394ce766b9118848b4f21a6ce03e494fcacee01bdcb9a9886f,NG-RD-000343,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:c762b1ed2ed9139e3d75876f92654e061822f6cc17762de81e5704259cf3e51f,NG-RD-000211,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:c7cd0a995e15d58956fd5973a95e2288987360dd1690cd561b6951220599c123,NG-RD-000265,ENDS_AT_PLACE,NG-PLC-000294,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.623732000,5.751649000,SHARED_REFERENCE
roadrel:nngla:c7cdfb65727da34b3ae0ee8c8b4a257ad918737b043ba5744092941670781ac9,NG-RD-000092,STARTS_AT_PLACE,NG-PLC-000168,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,33.856810000,3.604320000,SHARED_REFERENCE
roadrel:nngla:c80a081f09cabd1cd12b28db0c38311109297ca16f17f05a1f9fbb461c122d55,NG-RD-000259,ENDS_AT_PLACE,NG-PLC-000285,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.651750000,5.662507000,SHARED_REFERENCE
roadrel:nngla:c8353f02a7e8a5094aa35ab5accdf1f36c4dff2212fa79253a2e60033fa85404,NG-RD-000241,ENDS_AT_PLACE,NG-PLC-000174,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.654309000,-3.981402000,SHARED_REFERENCE
roadrel:nngla:c8851704fea62e2a227c81991c4e0b07d2ca3f2d05660312c7d54fc6588cc81e,NG-RD-000194,STARTS_AT_PLACE,NG-PLC-000189,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.743781000,-3.189723000,SHARED_REFERENCE
roadrel:nngla:c8df9f6de238eeb414e058de5c1e1e2a797b58251edbef62743b110483736a70,NG-RD-000317,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:c93cf3c50fd072851f82c39a9142360ce1e6de90f9edb08c609613a525bebc8b,NG-RD-000341,STARTS_AT_PLACE,NG-PLC-000307,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.549437000,5.882836000,SHARED_REFERENCE
roadrel:nngla:c9c03a578adbc93d0528164a77e2265a5310ef59dc8728d1d269986afc8b5584,NG-RD-000130,STARTS_AT_PLACE,NG-PLC-000119,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.061676000,3.182506000,SHARED_REFERENCE
roadrel:nngla:c9cbb239cd78d8c4c2fc89196d65a093d0cbbd952d56c9cf54b3c6563c96c07b,NG-RD-000098,STARTS_AT_PLACE,NG-PLC-000167,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.020458000,3.211475000,SHARED_REFERENCE
roadrel:nngla:c9da518036c7b201cba092733ac4808425617d20215c24dc0a73db2d4895531a,NG-RD-000191,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:caad8d14ec1838ba15dec86454418f81c7406b68c0947574853398e24d2d21c6,NG-RD-000099,WITHIN_ADMIN_REGION,NGR-02,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:cab190390d3cc33485c3cde5850af547cffe59b59bbcbda88a595a9b2cf602a8,NG-RD-000329,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:cac1fb1d29272eb9890b3d915bbae5621284242bdd5ffeb5bba29be3e79b8bcc,NG-RD-000190,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:caf6d7571b2259492ecb2def5634443f1413cda92ea7c3046f7233084621cad2,NG-RD-000310,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:cbad875553cfbecf58b29bdd0314841f4030dded85d86456f7d385d659a4b255,NG-RD-000054,WITHIN_ADMIN_REGION,NGR-01,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:cbb427c939e12bb7f5316e9326b74733711d763100027237a6a14451e845eb4d,NG-RD-000282,ENDS_AT_PLACE,NG-PLC-000310,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,38.218437000,5.322553000,SHARED_REFERENCE
roadrel:nngla:cbee5298d635cd69bf5f0590712dcb002e67e73140c999304ce4cae392756df8,NG-RD-000008,WITHIN_ADMIN_REGION,NGR-01,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:cc1080ffdcb4832637b1c97d685212568948dc6450f325500494e1b4edbaf143,NG-RD-000321,ENDS_AT_PLACE,NG-PLC-000260,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,38.406428000,5.633846000,SHARED_REFERENCE
roadrel:nngla:cc3b66fa800c9297134619020d158c5b2c4292fb93b29c51ff3bc41a216d56f6,NG-RD-000235,ENDS_AT_PLACE,NG-PLC-000246,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.355744000,-3.127118000,SHARED_REFERENCE
roadrel:nngla:cc41998e72080df9000cd0900dd9941b86ede9ba2d1dcd9115c31d9a0c7c6823,NG-RD-000183,ENDS_AT_PLACE,NG-PLC-000182,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.612259000,-3.297789000,SHARED_REFERENCE
roadrel:nngla:cc473bb427ee1db65b7702b6c5c05423395dea35a4b40a3b09eed57fd04d31b7,NG-RD-000057,WITHIN_ADMIN_REGION,NGR-01,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:cc5384f49d5d0f714984854c27bdde0c0416c090a42d47c5e43aec8a53694d6c,NG-RD-000065,ENDS_AT_PLACE,NG-PLC-000077,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,35.998474000,1.054198000,SHARED_REFERENCE
roadrel:nngla:cc56a0e88e7dbc8ab0599018f97a61967581a5214727e7bd2df5ad2d8959de6b,NG-RD-000334,ENDS_AT_PLACE,NG-PLC-000326,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.514796000,5.448110000,SHARED_REFERENCE
roadrel:nngla:cca0d20af47052abf5381d2c6f3c679d9f796f2873e74ecb06106a83b5d6327f,NG-RD-000339,ENDS_AT_PLACE,NG-PLC-000345,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.660000000,5.092533000,SHARED_REFERENCE
roadrel:nngla:cca755eb72057a88bcd36867e440ab36e330c8f7f8ca23ac8a50587bb4e3a095,NG-RD-000283,ENDS_AT_PLACE,NG-PLC-000322,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,38.552426000,5.311904000,SHARED_REFERENCE
roadrel:nngla:ccea19308848a82a73c8aa1b702282e536444a3eda16861da3e7b500f0393d58,NG-RD-000309,STARTS_AT_PLACE,NG-PLC-000297,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.929583000,5.758235000,SHARED_REFERENCE
roadrel:nngla:ccfa591536da9aa46371ef0d5836c0be869faf712b1b8db5d0cb721bff8beea9,NG-RD-000041,STARTS_AT_PLACE,NG-PLC-000041,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.780371000,1.280079000,SHARED_REFERENCE
roadrel:nngla:cd45105d08a87aea7ae3f7834a1debe125636707d6fd14adcafe24e47e6fa2ec,NG-RD-000096,ENDS_AT_PLACE,NG-PLC-000116,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.383258000,2.653056000,SHARED_REFERENCE
roadrel:nngla:cd4e3ae63a1edaa3d12677da4f28df02f7e6a4762dfae90991afa4a7bef6e018,NG-RD-000188,STARTS_AT_PLACE,NG-PLC-000231,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.921128000,-3.432854000,SHARED_REFERENCE
roadrel:nngla:cdafcc35872b266651ca67764e1b4c15086d5bed830ed6d7bcf069f842300994,NG-RD-000177,ENDS_AT_PLACE,NG-PLC-000193,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.762770000,-3.256474000,SHARED_REFERENCE
roadrel:nngla:cdc64178998eca67302321338ccac1bbd1f62f711fd64b0d33d44836f47932b0,NG-RD-000108,STARTS_AT_PLACE,NG-PLC-000157,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,33.738002000,3.420825000,SHARED_REFERENCE
roadrel:nngla:cdc7c6ea73be4773632bfd6cc9a5ca35bf51140b078f589e18e788722a87b7e0,NG-RD-000207,ENDS_AT_PLACE,NG-PLC-000224,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.947679000,-4.308245000,SHARED_REFERENCE
roadrel:nngla:cdf3f091ac30a8c409be1463ed98337ca956764aecfea0f70acd6d409e220475,NG-RD-000196,STARTS_AT_PLACE,NG-PLC-000180,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.682116000,-3.291962000,SHARED_REFERENCE
roadrel:nngla:ce033bbe18a15ca9611be96159e50299ce09e24ee84d933072b029f8a97c63c8,NG-RD-000012,STARTS_AT_PLACE,NG-PLC-000033,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.084969000,0.549084000,SHARED_REFERENCE
roadrel:nngla:ce038b9db7387378e5f28ed8323e6c7d33232e43d7a81715df82680ab9272d59,NG-RD-000208,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:ce0a7db28e72b29155e83645d3189d068896d99bfd654f80dc244920428dbddc,NG-RD-000252,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:ce358e3e499bdf51094f816988d37de2e9ec36ccf12ad540ecb1b6aa7788e3ed,NG-RD-000178,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:ce6cd30c4017725027de17aa8ffda22b595b17239e382bfacdc1836f44e07557,NG-RD-000170,STARTS_AT_PLACE,NG-PLC-000158,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,33.889722000,3.622718000,SHARED_REFERENCE
roadrel:nngla:ceac1c4cd3800ab7f57abd6c94a02be0b9b3bd53ad3e5bc5e6194c053746169f,NG-RD-000246,STARTS_AT_PLACE,NG-PLC-000176,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.371036000,-2.881192000,SHARED_REFERENCE
roadrel:nngla:cf3d8031ba46721b7182b4e7b8d2d9dcbecb343c49f62cb9d44914f32b7bbc83,NG-RD-000029,STARTS_AT_PLACE,NG-PLC-000001,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.400000000,0.892533000,SHARED_REFERENCE
roadrel:nngla:cf734b3bb96650b03f2417521b29dff1596df159aaa14d664fe9fea1bab8d3c2,NG-RD-000304,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:d0c09f28c6ef1213a0f805d81eb473bcdf35be06209cf6587f1cdbf97409d742,NG-RD-000132,ENDS_AT_PLACE,NG-PLC-000136,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.728918000,3.706236000,SHARED_REFERENCE
roadrel:nngla:d125cadd99cbf2857cc71952d4879141df7808988009f31d98f969a8ff719fbc,NG-RD-000295,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:d12a4f84e8c14e797c71f47d2a0b758145c10840a349469269899d67dd2fe06d,NG-RD-000255,ENDS_AT_PLACE,NG-PLC-000230,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.900197000,-3.895990000,SHARED_REFERENCE
roadrel:nngla:d15c7a6a20a6aaa56e4f35fdadffdf9ba09f460e34e13d26e412a5b45202999c,NG-RD-000036,STARTS_AT_PLACE,NG-PLC-000063,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.618052000,0.810240000,SHARED_REFERENCE
roadrel:nngla:d19e82bae6305a792a563293025e1600a2940e1c1f939824bac01c5c95e17fef,NG-RD-000257,STARTS_AT_PLACE,NG-PLC-000236,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.752393000,-3.523310000,SHARED_REFERENCE
roadrel:nngla:d1dd4526bb950b6405dad4e2dcbf62b9c683ec30549e7e069467a8d779f5158d,NG-RD-000262,ENDS_AT_PLACE,NG-PLC-000258,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,38.080000000,5.092533000,SHARED_REFERENCE
roadrel:nngla:d20970b96197d47f4990f0bb86361d3ba8ba2991f2e6ab2c4cb3e0b6f55b08d5,NG-RD-000308,ENDS_AT_PLACE,NG-PLC-000298,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.705847000,5.763488000,SHARED_REFERENCE
roadrel:nngla:d2372f3c7e6ee90613ac49c9cd9eaf869eaf7a2c7ec0ccd6e5d7154406a35363,NG-RD-000133,ENDS_AT_PLACE,NG-PLC-000092,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.378420000,3.458093000,SHARED_REFERENCE
roadrel:nngla:d249403fe322ddfac3884d9742ceca3800ffc3fe4f5977131aa390ea459813c7,NG-RD-000085,WITHIN_ADMIN_REGION,NGR-01,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:d27a37f46025846987d50541926a674f3f355bc8e8135a475a65860e6256c61d,NG-RD-000263,ENDS_AT_PLACE,NG-PLC-000319,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,38.400550000,5.465276000,SHARED_REFERENCE
roadrel:nngla:d27b501770cc1397702e48accd9e5f99b4f3ba3ac3e885466e1253478d34454a,NG-RD-000109,WITHIN_ADMIN_REGION,NGR-02,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:d302f6fff5dac1074b7591d7c934a166e20661eb031755181725ccd14d5305b0,NG-RD-000276,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:d31bee7de109e36f2cd21080c0922e2209891e1e9ab48fe268bf42e2541ef614,NG-RD-000131,WITHIN_ADMIN_REGION,NGR-02,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:d32c3b790292bcde833008343aeab455991a1a68e3a81facd16e66daad6ba39b,NG-RD-000088,ENDS_AT_PLACE,NG-PLC-000097,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.371543000,3.401280000,SHARED_REFERENCE
roadrel:nngla:d3814b3986723b188c9cf3d59224400a7fe2c4332fd0bb90240cb9baee24c6f1,NG-RD-000295,STARTS_AT_PLACE,NG-PLC-000325,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,38.258052000,5.555387000,SHARED_REFERENCE
roadrel:nngla:d38e7e7f5635f7ffb9ebc9b70e2e2c78448f0ad246b5cacea0bcb3a0a482776f,NG-RD-000014,ENDS_AT_PLACE,NG-PLC-000019,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.462935000,0.818751000,SHARED_REFERENCE
roadrel:nngla:d3c73f40432abb66570d71c9ef257accf47219fc175199ad1b3dee374c2c76fa,NG-RD-000294,STARTS_AT_PLACE,NG-PLC-000294,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.623732000,5.751649000,SHARED_REFERENCE
roadrel:nngla:d40636e71bd48571ffa288fac460e2329cabea460df4b6b55e6a381d8d4197d0,NG-RD-000103,STARTS_AT_PLACE,NG-PLC-000146,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.351924000,2.685340000,SHARED_REFERENCE
roadrel:nngla:d461473a8e53ef9aea3fed5b1d142f1641475314399f7caf24fff7ac74490da6,NG-RD-000019,STARTS_AT_PLACE,NG-PLC-000072,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,35.944381000,1.332716000,SHARED_REFERENCE
roadrel:nngla:d49e4d86f544c8bf152d88cffa4d49e24e1b3932b801812447aa440a73a6a118,NG-RD-000055,ENDS_AT_PLACE,NG-PLC-000026,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.777472000,1.432012000,SHARED_REFERENCE
roadrel:nngla:d4a516eb3063008cdcbb6b4f22d39ca360ac48007b3b9caeab522a17e3f0012e,NG-RD-000042,ENDS_AT_PLACE,NG-PLC-000015,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.417960000,0.675074000,SHARED_REFERENCE
roadrel:nngla:d4daf4aace80d075ffd6bfda9c5c9671acf3a4bf3e263127639ba3284cea7973,NG-RD-000092,ENDS_AT_PLACE,NG-PLC-000158,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,33.889722000,3.622718000,SHARED_REFERENCE
roadrel:nngla:d4fa02349c9db595703e6a5260b52928e313f37080a1d2f7612c237acf1ae21c,NG-RD-000291,STARTS_AT_PLACE,NG-PLC-000269,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,38.077638000,5.053330000,SHARED_REFERENCE
roadrel:nngla:d521b9d5cd8e2f476700512394dc47d8635275b77dd016ea82c6e836fd18fa6a,NG-RD-000311,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:d5299f4e0b5084fc30636c162d7bd0d512515a3c7b5476ad38a5207b76316e32,NG-RD-000206,STARTS_AT_PLACE,NG-PLC-000186,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.674828000,-3.404523000,SHARED_REFERENCE
roadrel:nngla:d55ae9ef67cb167e6bff5d8a0762c2f95502b6dd41e423827f10675222836f94,NG-RD-000284,ENDS_AT_PLACE,NG-PLC-000331,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.592262000,5.822460000,SHARED_REFERENCE
roadrel:nngla:d58e641718f4570ffacd26f6b92b50368a3008d25ea0713a1407ddd2173a59da,NG-RD-000289,STARTS_AT_PLACE,NG-PLC-000284,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,38.142969000,5.290829000,SHARED_REFERENCE
roadrel:nngla:d5b8a4c9e11d6b53420eedeeef967c77c6e3563cb12316e5a01bd5bbabe041d4,NG-RD-000330,STARTS_AT_PLACE,NG-PLC-000314,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.883345000,5.457058000,SHARED_REFERENCE
roadrel:nngla:d5d049d973e49cde78fba091bc71c0e3039244c32f48c90c1abad07c38c9f919,NG-RD-000169,STARTS_AT_PLACE,NG-PLC-000156,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,33.580792000,3.394854000,SHARED_REFERENCE
roadrel:nngla:d698348c4889f10f7b55698df22c6c16262d21625fbe260b26b9daf8e7fd8e06,NG-RD-000336,ENDS_AT_PLACE,NG-PLC-000334,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,38.054531000,5.727162000,SHARED_REFERENCE
roadrel:nngla:d6ab5aa3ad583de198ab315a05cf9fa230ce76b27d9266a65c9cef8efdc68894,NG-RD-000057,STARTS_AT_PLACE,NG-PLC-000085,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.986232000,0.734824000,SHARED_REFERENCE
roadrel:nngla:d74af297d2a26019acb99f7ddd8c66482b7a8d73d9b62c09aebd7b7fe15f56a2,NG-RD-000090,ENDS_AT_PLACE,NG-PLC-000150,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.185587000,2.775632000,SHARED_REFERENCE
roadrel:nngla:d796c05321890492ee1ad4024d0d56d5b570b13fdb591b6aa8c9c2f86b51341d,NG-RD-000175,STARTS_AT_PLACE,NG-PLC-000235,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.945005000,-3.494379000,SHARED_REFERENCE
