legalization_decision_id,administrative_area_id,administrative_candidate_id,boundary_candidate_id,qualification_reference,approval_reference,legal_instrument_reference,effective_from,previous_boundary_status,resulting_boundary_status,previous_lifecycle_status,resulting_lifecycle_status,decision_status,runtime_effect_scope
admlegal:nngla:e80d3858d002edde8f39d716200bacfb6af08238f42513902dd35bc0357a183c,NG-ADM-000120,NG-ADM-CAND-000120,admbnd:nngla:20fe6f3c2ca93803816401577a0af2b553fa1f78cd9c54acb3792b5833a2fab6,qualification:nngla:28a6baf8955966029569eccb711836c459971d5fc98a5961feccf8e0ad0b3579,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:7545890a27c03b64a04e5739a656632b72b164d5a084038b4d01ef2ecd8ba908,NG-ADM-000121,NG-ADM-CAND-000121,admbnd:nngla:593b1eac15ebb82592477edb6fe79081de4db6f149c63a44850d334e3bd9f7e3,qualification:nngla:1f80d5623d91aebdf7e24a591772da6fdf915380beaa4fd7b2fa53e7ce5c57e2,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:5fe7aaf150990dd3bdf54379662117361cc1ae970c1ad394ca4557d31b1fa5fb,NG-ADM-000122,NG-ADM-CAND-000122,admbnd:nngla:6d078e831edf3ba010f0a60fff23f0b6e235b9599224d4ff8483fa7a1cc00b93,qualification:nngla:7121812b70a8e365cad7b7613ed25bd2ecd3ff449c2da44d68c5b9994356573d,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:8afe437367e01f06d9704dbbd1d4f531ce417ef65c51c26c0939dd4bb8bf1f84,NG-ADM-000123,NG-ADM-CAND-000123,admbnd:nngla:5d99624617d847825935413e62e3887853183909bb6e7e6a92eb5f5d648a8c06,qualification:nngla:9165a48bac282b2df4f2d16494c4c94c2cf9cca2f25e31aa3454c3a29e961503,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:dfeaee24a1409c397da7c3e2f48a215458e990759287254e7f37fe5b5f712cbc,NG-ADM-000124,NG-ADM-CAND-000124,admbnd:nngla:93872d6452d61b3cb51219ebb3cd7e82fa192d8dcf5a6a5305da3031977f3136,qualification:nngla:ef5bb48849f645240db2be36f4c7e2b6e99782450ce31287235f0a589edda2f7,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:883ff67352d2a2aeed45cb15ba0c57acd5870c97ea4edca1a5fa6cadf42ac8cb,NG-ADM-000125,NG-ADM-CAND-000125,admbnd:nngla:4f1723805ac08ce408d9212e466909423972ab89045ae8c8500c3d388a40e72a,qualification:nngla:8018fbd6d437e458ed0ac5c230a075d9350cab1cda79e53a7c1586a82e729581,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:cf0ff057e7aac62c9b904f4405ad430d832f09aee96888d0bcd01d99b0bbf010,NG-ADM-000126,NG-ADM-CAND-000126,admbnd:nngla:9e5ab354fedae80ba9de1a8a1d0a6c2c0c689c0f081d94578a2d250684fa29d3,qualification:nngla:c2ccf82eee439ce85f9ff5f0aaba82c792c8cdd6e050f1a867f693daf7b5164c,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:f9d1e0c392c176d07a190761f02e4145585c9a1b84f96b7856ed5d3bbec5acfe,NG-ADM-000127,NG-ADM-CAND-000127,admbnd:nngla:bf996f4993965b7eef39eefce06cb6cab6b0389c3739ddb50779e95aff2001b6,qualification:nngla:35282909eb821a278ae20bc93c2ade6f5762c4dadbe7bf0f4325fb3070d6ff9d,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:72d9abb3ff36a938d8ccc73c1ddfcdeb6785bd6a4b977014e550f5903ca7ff5e,NG-ADM-000128,NG-ADM-CAND-000128,admbnd:nngla:a67de83c860f297a37ee173c56ff510feb5d91ede69876d0f1e43e922d6cc564,qualification:nngla:4513da519024aa2a78988356bae92ade499bfc3e9a7d8382c641403e13af7d7f,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:98b9e192b920f0e1b71faf0bbe8dac9954c6d1525903f34f1a1462ec598e3f76,NG-ADM-000129,NG-ADM-CAND-000129,admbnd:nngla:26686873ef1fee21d6ab6a9e17b5fda8ba8402f2ff1c0e5efb52392f7fc79c37,qualification:nngla:fe3428295626dc7ee97afd40bac50b74fed5df748a8eb125de5e06fbe6351619,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:dafb7b36becc50300939ea6dd4bc85d9133afc1936e66844aaa9020e8d2090b6,NG-ADM-000130,NG-ADM-CAND-000130,admbnd:nngla:9334663c696e8156bf2163401b4a5283a96af218f5e02e748252997048ef2605,qualification:nngla:9ce8bfbb9b6edf8bb3517d96f94516e54ae1d88d4697ff2adf4284d31c4a4c6f,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:9ca44a90c86f0e960d527a034fd5b1a3bbe2c39e465c43261ae6c10b2343f834,NG-ADM-000131,NG-ADM-CAND-000131,admbnd:nngla:030c1ddd026489786a184d7dacca0c5c8150ea0ecb0338c51eb9a60c3ffd6cae,qualification:nngla:f675dbf0d6440b0bdaa8a8f43c81cc2d20b11dad6d79cdd3dc2e09036a85be09,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:179cba764122c7d63824707166042719ddd30091525b46ddf06780790aa26a1a,NG-ADM-000132,NG-ADM-CAND-000132,admbnd:nngla:b5942ad2a4ebecddcd688b9905ef865e2bef81e668cbc2f4d10c26deb1d89fea,qualification:nngla:9fe65d7f037218edc773f786bcc579c2e72b97bb63dbe9b4cdac1c4b3afea775,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:7fbf748bcd8e83681bb064f00c527c4ad8612e74cfa6fbfb35014fe8f628c372,NG-ADM-000133,NG-ADM-CAND-000133,admbnd:nngla:7bd568f5a39437b51818225cd2458cf218e44dbf0b140c665f1ea79130d7e116,qualification:nngla:55e20e83ed7af1bf9673d962ca97bed8cb7a39fb8fdb9f1e1214dd5268703294,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:d63631694787f3d887cd0c5940e44a2ec8c4b0875b6231c2144c4b527e0308b8,NG-ADM-000134,NG-ADM-CAND-000134,admbnd:nngla:9cd4e22cc2d23286f4454af4ba61a93fee783810ccf3abce9da07af6c3a8452d,qualification:nngla:2636b15a07423133223907fd98bc175a148cbd8c36cb4584ed5b4ca4c132acc7,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:cfb2d89389a3529ff910f89752cbeb63f2bf5ce39298a40b0b32dfb1190e0ae0,NG-ADM-000135,NG-ADM-CAND-000135,admbnd:nngla:7bfab02bd47c3cebbd5e07a1c6258085f503e58b9f47cc715e9a9055f39ac31d,qualification:nngla:934a9e4d9a01cf5fae588839c1ef9e0fd5bc27c7e91752f3082dba0e3224cb7d,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:7bcea3faaa0cc5e796d12cbd6041de0cfa28a09a8dd9dc8468781686a587ff8b,NG-ADM-000136,NG-ADM-CAND-000136,admbnd:nngla:544654a034aa9acc7faaab3c0e74e69f55f7e959d629efb33a38842bdbb074ae,qualification:nngla:7f6f702c03a8fdd5d68961ddbe83989d30aff1e5480aa3453d3bb842df9c0176,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:acab129a4aa59d88f7382524a5299677fe442457a999ede632bdf65331fee99b,NG-ADM-000137,NG-ADM-CAND-000137,admbnd:nngla:3c02865499d960d563f51e02edece3ebe4f16c55a632fdb62b622b8635a73b4d,qualification:nngla:7ee425293f355e04e5930a771462af132ffa36c3aea4cf99c15536f69b420bf2,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:113ecb489c48ec559384f34e2e77616ca5afd3452174857bfb6a463a792b9012,NG-ADM-000138,NG-ADM-CAND-000138,admbnd:nngla:7dd2e3d3fbd456291b0f7f3387475e9b9c33adb5fc8a22d09ac6c9c1fe398a29,qualification:nngla:3722017f9af6277a0d9930baab9ecd4b60df9acd3fc74161df4f7c96843707d2,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:d12a00c5793320d6e49e954e5110f50229c9780c36fa48e1ffa1363722ada3f7,NG-ADM-000139,NG-ADM-CAND-000139,admbnd:nngla:1ed46652f9e17e822772e5940608c4bcb2fbd8a83cbc131feabeddd86efac27a,qualification:nngla:cf838d6df48bbff98b74c2eb100258ecd63d0c9d21614a83adb2291f68a43983,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:e043f1e7e41162e320c4753e0ba2ba8dabc74593b4bc4114a9ce29d70df8f498,NG-ADM-000140,NG-ADM-CAND-000140,admbnd:nngla:bf98845027acae788cd5ff0accd537505f2e2b0df90bdda5b1b95d137f56f77d,qualification:nngla:c552cab25c23e3fb6c404400b2e1862ec62dc0e5f36475c573f9e7b423065aaf,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:9efb6e0e6b4cdfd73a0a371b76b0eb6b8f000c6a784e828ae366a57cd51f0320,NG-ADM-000141,NG-ADM-CAND-000141,admbnd:nngla:b23ba410f4f16d63b98c1d20a7637daa67a6c53a889b235b3294cf4b4ae0c69b,qualification:nngla:ed3fbfc548a6898fde64b4046ea3588c512a0fe44a2d63e6bed2ddb237a0e70f,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:a1a5540a6b03f76d61f8d07bfca56cba3e9b6ce49f3f51a666fe32f49e4f07a0,NG-ADM-000142,NG-ADM-CAND-000142,admbnd:nngla:82e6493ad4bb5986c8e8b7ab15185cc92cefbef753886c58ab1ae00c7fa4752e,qualification:nngla:747a71099e435eeead69e6dbce6008ff743dec9c748fbdb903eaeb17ba1f1d50,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:66678ef3b7d640b61708ca85530adcc591583ff0bc495102d9beb1b7619a26b8,NG-ADM-000143,NG-ADM-CAND-000143,admbnd:nngla:155331606c3376349ef824202cfe48c98caa6a6f12f1a7862a6b4173dd13073a,qualification:nngla:0c84469823fcce101ca5017bf5ce614d16abce7313d3f07e2576cd10ab6b1ee9,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:160e2ca39e330bf0dfee23b2d2b30d517ed843a28f9ae4160af1bcafd159d2da,NG-ADM-000144,NG-ADM-CAND-000144,admbnd:nngla:124c1fc61effc210a4fc61a08802547ef82730511832b22f5755728758b11394,qualification:nngla:a5905468b4f26705df693c46e85f7688460d49851ca95a1d0c2b59d582560f6d,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:a56edfe725ac2ada87acd1222df0fa82b163e82b14ff95b812a2b5a3516aff5b,NG-ADM-000145,NG-ADM-CAND-000145,admbnd:nngla:b412b8629243b075ccc8894394c540cd33b4cde1c0ec834a1dd9917aaa25fa87,qualification:nngla:ade89e4a8798b4c3b44c74e2ba3df2510b017a46b43e25957a6b779bcebeef69,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:852f54a9a10318e572a4c93325216abcab3eacb0562b58480174aecaf7817611,NG-ADM-000146,NG-ADM-CAND-000146,admbnd:nngla:8421d8f33ba28508e25a76db0cf1c33771c2b6d549a0ce870e0970994e7ac847,qualification:nngla:8c84254b6ccd854d0cd0ea91fa867a3ba29e35523a3964b0ce9e543f5ee5c3f0,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:cddde1d8059c43be724350db855a98d3cf7b7643bcf69db2c36506f4c8a165a9,NG-ADM-000147,NG-ADM-CAND-000147,admbnd:nngla:c646bca2a4d1e7eaa76d069540fb741644e31b4b1380b494659e0e46b70ab4aa,qualification:nngla:1eda60ebf6ad102d1e6f93e375fd74eb94e4c97ad7b215c0aa27df746fd72a4f,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:27449b5978256d0dceca89e9a586f8f4b1fefbcaf47bf8782c021003bf8649c4,NG-ADM-000148,NG-ADM-CAND-000148,admbnd:nngla:c6378305f9fd473c6ff51df098d34fdd41fc639a8757797f258a02e1592c8b37,qualification:nngla:35837a762b85f991519cff3e952bf7755e75c67475fbfe8f80604ea2b6dac07a,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:3ecf2fd1bb12710f2b1dc57045fcfac7a82c702aa8388e17e8951f165e35a344,NG-ADM-000149,NG-ADM-CAND-000149,admbnd:nngla:632b8cf07f556dd3cfeb7d0b06854ed79b7c9cbf1b43c488568d9edbc8900174,qualification:nngla:20ff24be6d8bd0272498a8badb870fd3fb358fa73b97eb564761f8d9a43ebb8c,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:ab41b2d285c868478846745391760cae24a8f50ef13363b12e7205ff3bf19cb3,NG-ADM-000150,NG-ADM-CAND-000150,admbnd:nngla:eea0e395f4aab0aab99c916b88403ae30585af366b72bcc0cebe7ab9af4dc64a,qualification:nngla:78b32c9e771d6a927326e808cb61edf812a3d45d60bcb50554c5e4eb4302e66b,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:1cda3ba8927a240b3dab03c9f20a5e4aaf88406032853e27d757fde85ab7d80c,NG-ADM-000151,NG-ADM-CAND-000151,admbnd:nngla:2bd60d7c9b0ac8f1478d6733704d9ab687b1a9d251a0be0bd7ea7f786cfc822d,qualification:nngla:3e18fbb812d96f00458ea50f4e4758effe95382701463fac6734a9c0c69cbf8e,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:21311c3a97559b91ad933f9693d9380ca3aef0b1a1577149aa6462a3ce67e44d,NG-ADM-000152,NG-ADM-CAND-000152,admbnd:nngla:2082125b706e773df02b25e918d589ff8bcd6e1fd154b5d52e45123897ad4424,qualification:nngla:99ef2bf6085bf4508fc0d84bef0ba2206828d0935acfeb0dddba6c8f50a50fc2,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:341ef70063cc5e60e4b38f36301e9d6711f2fac8d051abe2e11fe18594fee7c1,NG-ADM-000153,NG-ADM-CAND-000153,admbnd:nngla:0f29b7beaa46b207564e8ef355da598c366208265a30d4f6585008dd4cf06e25,qualification:nngla:a600375770d26aaaf3acdf82e8b317954da19ee166ddd90a10bec89ac9182d3f,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:45ac5ee95a0b221016e988cd49299ee477be0e2151d694f74ee4962f4f1488b7,NG-ADM-000154,NG-ADM-CAND-000154,admbnd:nngla:b7a28a592ec7a2e84b7af4b0a4f7cbabf35b370a2fe5daa6b510fd8eb2ed9670,qualification:nngla:fb7dd759f224b4fe285e76f50439d8a6f3de29820edb4a6af95f0dc73a6be05f,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:52fcc3f23e769d74655e7eec7da654b26301a7eeb7e7d3ad5e45ffad964b288c,NG-ADM-000155,NG-ADM-CAND-000155,admbnd:nngla:82119552abb94a46b8df695ec351b63092e2ba8293b40b9f99043d2a44987aad,qualification:nngla:f2f055ad0990e998f4883016895c180f1a7200c36872f7b6f6f22921dfcb89fb,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:c3aac493898d72384a183cea9f269a132b552f83029fcb752870c3a412e6695b,NG-ADM-000156,NG-ADM-CAND-000156,admbnd:nngla:0954aa722cb2d65789a2d7aa5a4c7a02ed104713cb22d551717e70d50242e62c,qualification:nngla:609db7a69f3f44a7ebd309901d18f98f082f313582c7a821fe91e26cbc024fe3,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:db97aba4724131734f8e217db2b67607a54b265762dcc58a04a2fd5f915d8949,NG-ADM-000157,NG-ADM-CAND-000157,admbnd:nngla:d4317a7f569e5351af07d9d6ae0828a535376f2861a3559ceddc651caa758f71,qualification:nngla:965df6ae7b5530a576758409303c04edcbc2fe53c67454ced338463c3b330118,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:ee39e1eaecf498477e65427cee3f78c72f677ed026f3a3ff74d935871e317e9f,NG-ADM-000158,NG-ADM-CAND-000158,admbnd:nngla:e9ba68d449348ac0993bfb499acc6611e7320581ba44520da8bf28e3920a933e,qualification:nngla:d456b86aa6fbe28778738eba3dc39922e4032df91e5cf14f2c43d0c2c64c77cb,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
